titulo,valor,metragem,quartos,banheiros,vagas,endereco,link,categoria,tipo,timestamp
"Agronômica, Florianópolis",R$ 1.810.000,101 m²,3,3,3,Travessa Felipe Godinho e Silva,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-sc-101m2-id-2715130307/,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",Valor sob consulta,122 - 242 m²,3,4,3,Rua Allan Kardec,https://www.zapimoveis.com.br/lancamento/venda-cobertura-3-quartos-agronomica-florianopolis-sc-242m2-id-2750249526/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.760.000,144 m²,3,3,1,Avenida Jornalista Rubens de Arruda Ramos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-centro-florianopolis-sc-144m2-id-2733401379/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.250.000,135 m²,3,3,2,Rua Tenente Silveira,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-sc-135m2-id-2736123666/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 610.000,117 m²,3,3,1,Rua Afonso Pena,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-canto-florianopolis-117m2-id-2766509837/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.100.000,109 - 111 m²,3,2 - 4,1 - 2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.100.000,109 - 111 m²,3,2 - 4,1 - 2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.090.000,121 m²,3,3,1,Rua Adiles Della Giustina,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-ingleses-do-rio-vermelho-florianopolis-121m2-id-2759590615/,venda,apartamento,2024-12-25 23:23:34
"Monte Verde, Florianópolis",R$ 1.249.000,94 - 99 m²,3,1 - 3,1 - 2,Rodovia Virgílio Várzea,,venda,apartamento,2024-12-25 23:23:34
"Monte Verde, Florianópolis",R$ 1.249.000,94 - 99 m²,3,1 - 3,1 - 2,Rodovia Virgílio Várzea,,venda,apartamento,2024-12-25 23:23:34
"Canasvieiras, Florianópolis",A partir deR$ 304.777,31 - 183 m²,0 - 3,1 - 3,0 - 2,Rua das Flores,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-canasvieiras-florianopolis-sc-183m2-id-2728815841/,venda,apartamento,2024-12-25 23:23:34
"Balneário, Florianópolis",R$ 540.000,90 m²,3,3,1,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-balneario-florianopolis-90m2-id-2766217127/,venda,apartamento,2024-12-25 23:23:34
"Cachoeira do Bom Jesus, Florianópolis",R$ 865.000,129 m²,3,3,1,Avenida Luiz Boiteux Piazza,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-cachoeira-do-bom-jesus-florianopolis-129m2-id-2766084213/,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 1.250.000,116 m²,3,4,2,Avenida Atlântica,,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 1.250.000,116 m²,3,4,2,Avenida Atlântica,,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.850.000,162 m²,3,4,2,Praça Quinze de Novembro,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-florianopolis-162m2-id-2484520888/,venda,apartamento,2024-12-25 23:23:34
"Coloninha, Florianópolis",R$ 799.000,99 m²,3,5,2,Rua Joaquim Nabuco,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-coloninha-florianopolis-99m2-id-2727864547/,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 790.000,104 m²,3,3,1,Rua José Beiro,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-atlantico-florianopolis-104m2-id-2766510879/,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",A partir de R$ 1.433.789,78 - 211 m²,2 - 3,2 - 3,1 - 3,Rua Allan Kardec,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-agronomica-florianopolis-sc-211m2-id-2744841416/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 589.000,94 m²,3,3,1,Rua Doutor Odilon Gallotti,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-capoeiras-florianopolis-94m2-id-2634887266/,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 4.000.000,162 m²,3,4,3,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-joao-paulo-florianopolis-162m2-id-2556320922/,venda,apartamento,2024-12-25 23:23:34
"Santo Antônio de Lisboa, Florianópolis",R$ 1.480.000,162 m²,3,4,2,Rua de Pádua,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-quintal-santo-antonio-de-lisboa-florianopolis-162m2-id-2656485571/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 680.000,130 m²,3,2 - 3,2,Avenida Vereador Nagib Jabor,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 680.000,130 m²,3,2 - 3,2,Avenida Vereador Nagib Jabor,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 3.091.579,158 - 167 m²,3,3,2 - 3,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 3.091.579,158 - 167 m²,3,3,2 - 3,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.401.745,109 - 111 m²,3,3 - 4,2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.401.745,109 - 111 m²,3,3 - 4,2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 4.980.000,175 - 468 m²,3 - 4,5 - 6,2 - 3,Rua Felipe Schmidt,https://www.zapimoveis.com.br/lancamento/venda-apartamento-4-quartos-centro-florianopolis-sc-468m2-id-2689005132/,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 885.000,92 m²,3,3,2,Rua Celso Bayma,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-semiolimpica-jardim-atlantico-florianopolis-92m2-id-2627306479/,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 1.250.000,115 - 116 m²,3,3 - 4,2,Avenida Atlântica,,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 1.250.000,115 - 116 m²,3,3 - 4,2,Avenida Atlântica,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 995.000,98 m²,3,3,2,Rua Abel Álvares Cabral Júnior,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-ingleses-do-rio-vermelho-florianopolis-98m2-id-2765741723/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.110.000,111 m²,3,4,1,Avenida Santa Catarina,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.110.000,111 m²,3,4,1,Avenida Santa Catarina,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 3.380.000,130 m²,2 - 3,3 - 4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 3.380.000,130 m²,2 - 3,3 - 4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"Rio Tavares, Florianópolis",R$ 1.300.000,116 m²,3,3 - 4,2,Rua Silvio Lopes Araújo,,venda,apartamento,2024-12-25 23:23:34
"Rio Tavares, Florianópolis",R$ 1.300.000,116 m²,3,3 - 4,2,Rua Silvio Lopes Araújo,,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 2.360.000,53 - 264 m²,2 - 3,2 - 4,1 - 2,Rua Prefeito Coronel Antenor Mesquita,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-centro-florianopolis-sc-264m2-id-2654210963/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 880.000,107 m²,3,3,1,Rua Almirante Lamego,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-florianopolis-107m2-id-2766212016/,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.530.000,114 m²,3,4,3,Rua Idalina Pereira dos Santos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-agronomica-florianopolis-114m2-id-2572468445/,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.250.000,219 m²,3,3,2,Rua Ilha das Galés,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-ingleses-do-rio-vermelho-florianopolis-219m2-id-2615245049/,venda,apartamento,2024-12-25 23:23:34
"Itacorubi, Florianópolis",R$ 1.206.000,129 - 136 m²,3,1 - 4,2,Rua Pastor William Richard Schisler Filho,,venda,apartamento,2024-12-25 23:23:34
"Itacorubi, Florianópolis",R$ 1.206.000,129 - 136 m²,3,1 - 4,2,Rua Pastor William Richard Schisler Filho,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 3.400.000,162 m²,3,4,3,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-joao-paulo-florianopolis-162m2-id-2713572903/,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.400.000,100 m²,3,3,2,Rua Libia Cruz,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-estreito-florianopolis-100m2-id-2733277913/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.800.000,109 m²,3,4,2,Rua Ângelo La Porta,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-centro-florianopolis-sc-109m2-id-2649168361/,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 849.690,96 m²,3,4,1,Servidão Manoel Alves Cabral,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ingleses-do-rio-vermelho-florianopolis-96m2-id-2765922251/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.110.000,111 m²,3,3,1,Rua Agapito Veloso,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-canto-florianopolis-111m2-id-2764141530/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 1.109.000,140 m²,3,3,2,Rua Irmã Bonavita,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 1.109.000,140 m²,3,3,2,Rua Irmã Bonavita,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 748.000,136 m²,3,3,3,Rua Graciliano Manoel Gomes,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-ingleses-do-rio-vermelho-florianopolis-136m2-id-2706558608/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.430.000,109 m²,3,4,2,Rua Agapito Veloso,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-canto-florianopolis-109m2-id-2764035285/,venda,apartamento,2024-12-25 23:23:34
"Cacupé, Florianópolis",R$ 1.900.000,111 m²,3,3,2,Estrada Haroldo Soares Glavan,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-cacupe-florianopolis-111m2-id-2635776864/,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",A partir de R$ 2.215.522,115 - 131 m²,3,4,2 - 3,Rua Allan Kardec,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-agronomica-florianopolis-sc-131m2-id-2750249323/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.017.000,96 m²,3,3,2,Avenida Santa Catarina,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.017.000,96 m²,3,3,2,Avenida Santa Catarina,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 589.000,96 m²,3,3,1,Rua Doutor Odilon Gallotti,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 589.000,96 m²,3,3,1,Rua Doutor Odilon Gallotti,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 2.455.000,122 - 130 m²,3,3 - 4,1 - 2,Rua Sidney Nocetti,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 2.455.000,122 - 130 m²,3,3 - 4,1 - 2,Rua Sidney Nocetti,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 1.452.225,122 m²,3,4,3,Rua da Fonte,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 1.452.225,122 m²,3,4,3,Rua da Fonte,,venda,apartamento,2024-12-25 23:23:34
"Abraão, Florianópolis",R$ 1.380.000,112 m²,3,2 - 3,2,Rua João Meirelles,,venda,apartamento,2024-12-25 23:23:34
"Abraão, Florianópolis",R$ 1.380.000,112 m²,3,2 - 3,2,Rua João Meirelles,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.650.000,116 m²,3,1 - 4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.650.000,116 m²,3,1 - 4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",Valor sob consulta,113 - 130 m²,3,4,2 - 3,Rua Euclides Machado,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-estreito-florianopolis-sc-130m2-id-2763845871/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 1.150.000,172 m²,3,4,2,Rua Padre Luiz Zuber,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-capoeiras-florianopolis-172m2-id-2657316816/,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 920.000,157 m²,3,3,2,Rua Doutor Abel Capela,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-coqueiros-florianopolis-157m2-id-2763511422/,venda,apartamento,2024-12-25 23:23:34
"Balneário, Florianópolis",R$ 890.000,138 m²,3,4,1,Rua Castro Alves,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-balneario-florianopolis-138m2-id-2765097913/,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 879.000,150 m²,3,3,2,Rua Dário Manoel Cardoso,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-ingleses-do-rio-vermelho-florianopolis-150m2-id-2709145045/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 660.000,111 m²,3,3,2,Avenida Vereador Nagib Jabor,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-capoeiras-florianopolis-111m2-id-2764498978/,venda,apartamento,2024-12-25 23:23:34
"Carvoeira, Florianópolis",R$ 900.000,117 m²,3,3,1,Rua Capitão Romualdo de Barros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-carvoeira-florianopolis-117m2-id-2765467824/,venda,apartamento,2024-12-25 23:23:34
"Coloninha, Florianópolis",R$ 1.546.845,133 m²,3,3,2,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-coloninha-florianopolis-133m2-id-2683860515/,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 2.913.079,191 m²,3,4,2,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-joao-paulo-florianopolis-191m2-id-2645530688/,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.294.474,114 m²,3,4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.294.474,114 m²,3,4,2,Rodovia João Paulo,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 729.000,97 m²,3,3,2,Rua Joaquim Nabuco,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 729.000,97 m²,3,3,2,Rua Joaquim Nabuco,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.649.000,113 m²,3,4,3,Rua Idalina Pereira dos Santos,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.649.000,113 m²,3,4,3,Rua Idalina Pereira dos Santos,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.556.477,108 m²,3,3,1,Rua Brisamar,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ingleses-do-rio-vermelho-florianopolis-108m2-id-2764814189/,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 928.434,92 m²,3,2 - 3,2 - 3,Rua da Fonte,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 928.434,92 m²,3,2 - 3,2 - 3,Rua da Fonte,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 550.000,74 m²,3,3,1,Rua Doutor Abel Capela,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-coqueiros-florianopolis-74m2-id-2763857624/,venda,apartamento,2024-12-25 23:23:34
"Balneário, Florianópolis",R$ 1.295.000,101 m²,3,3,2,Rua General Liberato Bittencourt,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-balneario-florianopolis-101m2-id-2764945675/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.280.000,101 m²,3,3,3,Travessa do Motorista,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-canto-florianopolis-101m2-id-2762962857/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.600.000,140 m²,3,3 - 4,2,Rua Ferreira Lima,,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.600.000,140 m²,3,3 - 4,2,Rua Ferreira Lima,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 2.800.000,167 m²,3,4,2,Estrada Dom João Becker,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-ingleses-do-rio-vermelho-florianopolis-167m2-id-2694871986/,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 836.656,84 - 93 m²,3,2 - 3,2,Rua Irmã Bonavita,,venda,apartamento,2024-12-25 23:23:34
"Jardim Atlântico, Florianópolis",R$ 836.656,84 - 93 m²,3,2 - 3,2,Rua Irmã Bonavita,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.440.000,109 m²,3,4,2,Rua Agapito Veloso,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-canto-florianopolis-109m2-id-2764216225/,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.596.000,254 m²,3,3,2,Rua General Eurico Gaspar Dutra,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-estreito-florianopolis-254m2-id-2765098135/,venda,apartamento,2024-12-25 23:23:34
"Pantanal, Florianópolis",R$ 930.000,176 m²,3,4,2,Rua Deputado Antônio Edu Vieira,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-interfone-pantanal-florianopolis-176m2-id-2765514418/,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.445.311,108 m²,3,4,1,Rua Brisamar,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ingleses-do-rio-vermelho-florianopolis-108m2-id-2766515439/,venda,apartamento,2024-12-25 23:23:34
"Balneário, Florianópolis",R$ 968.500,121 m²,3,3,2,Rua São Pedro,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-balneario-florianopolis-121m2-id-2765919032/,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.821.310,137 m²,3,3,2,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-joao-paulo-florianopolis-137m2-id-2670080059/,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 565.000,90 - 91 m²,3,3,1,Rua Doutor Abel Capela,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 565.000,90 - 91 m²,3,3,1,Rua Doutor Abel Capela,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.645.000,113 m²,3,4,3,Rua Idalina Pereira dos Santos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-113m2-id-2725403135/,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.400.000,120 - 123 m²,3,2 - 3,1 - 2,Rua Almirante Lamego,,venda,apartamento,2024-12-25 23:23:34
"Centro, Florianópolis",R$ 1.400.000,120 - 123 m²,3,2 - 3,1 - 2,Rua Almirante Lamego,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 5.700.000,290 m²,3,6,2,Avenida Governador Irineu Bornhausen,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 5.700.000,290 m²,3,6,2,Avenida Governador Irineu Bornhausen,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.850.000,106 m²,3,3,2,Rua Sidney Nocetti,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-106m2-id-2726664551/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.200.000,109 m²,3,4,2,Rua Agapito Veloso,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-canto-florianopolis-109m2-id-2638636761/,venda,apartamento,2024-12-25 23:23:34
"Santo Antônio de Lisboa, Florianópolis",R$ 3.725.000,149 m²,3,5,2,Estrada Caminho dos Açores,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-santo-antonio-de-lisboa-florianopolis-149m2-id-2698812858/,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.100.000,134 m²,3,3,1,Avenida Lions Internacional,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.100.000,134 m²,3,3,1,Avenida Lions Internacional,,venda,apartamento,2024-12-25 23:23:34
"João Paulo, Florianópolis",R$ 1.390.000,134 m²,3,3,2,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-joao-paulo-florianopolis-134m2-id-2704221513/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.295.000,101 m²,3,3,2,Travessa do Motorista,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.295.000,101 m²,3,3,2,Travessa do Motorista,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.090.000,138 - 139 m²,3,4,2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.090.000,138 - 139 m²,3,4,2,Rua Agapito Veloso,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 990.000,120 m²,3,3,2,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-capoeiras-florianopolis-120m2-id-2756701264/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 720.000,97 m²,3,4,2,Rua Joaquim Nabuco,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-capoeiras-florianopolis-97m2-id-2656635168/,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.195.679,106 - 126 m²,3,1 - 4,2 - 3,Rua Libia Cruz,,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.195.679,106 - 126 m²,3,1 - 4,2 - 3,Rua Libia Cruz,,venda,apartamento,2024-12-25 23:23:34
"Trindade, Florianópolis",R$ 930.000,116 m²,3,4,2,Rua Professor Milton Roque Ramos Krieger,,venda,apartamento,2024-12-25 23:23:34
"Trindade, Florianópolis",R$ 930.000,116 m²,3,4,2,Rua Professor Milton Roque Ramos Krieger,,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 1.611.056,132 m²,3,4,2,Rua Araci Vaz Callado,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-canto-florianopolis-132m2-id-2608915080/,venda,apartamento,2024-12-25 23:23:34
"Canto, Florianópolis",R$ 929.000,85 m²,3,3,2,Rua Araci Vaz Callado,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-canto-florianopolis-85m2-id-2762843986/,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.100.000,100 m²,3,2 - 3,1 - 2,Rua Santos Saraiva,,venda,apartamento,2024-12-25 23:23:34
"Estreito, Florianópolis",R$ 1.100.000,100 m²,3,2 - 3,1 - 2,Rua Santos Saraiva,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.590.000,114 m²,3,4,3,Rua Idalina Pereira dos Santos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-agronomica-florianopolis-114m2-id-2636815761/,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 589.000,82 - 94 m²,3,1 - 3,1 - 2,Rua Doutor Odilon Gallotti,,venda,apartamento,2024-12-25 23:23:34
"Capoeiras, Florianópolis",R$ 589.000,82 - 94 m²,3,1 - 3,1 - 2,Rua Doutor Odilon Gallotti,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.649.000,113 - 116 m²,3,1 - 4,3,Rua Idalina Pereira dos Santos,,venda,apartamento,2024-12-25 23:23:34
"Agronômica, Florianópolis",R$ 1.649.000,113 - 116 m²,3,1 - 4,3,Rua Idalina Pereira dos Santos,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 1.572.000,116 - 117 m²,3,4,2,Servidão Apolinário D'Avila,,venda,apartamento,2024-12-25 23:23:34
"Coqueiros, Florianópolis",R$ 1.572.000,116 - 117 m²,3,4,2,Servidão Apolinário D'Avila,,venda,apartamento,2024-12-25 23:23:34
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.300.000,116 m²,3,4,1,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-ingleses-do-rio-vermelho-florianopolis-116m2-id-2759321024/,venda,apartamento,2024-12-25 23:23:34
