titulo,valor,metragem,quartos,banheiros,vagas,endereco,link,categoria,tipo,timestamp
"Jurerê, Florianópolis",R$ 2.000.000,115 m²,3,4,2,Rua das Algas,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jurere-florianopolis-115m2-id-2628452359/,venda,apartamento,2024-12-26 00:11:13
"João Paulo, Florianópolis",R$ 3.300.000,180 m²,3,4,3,Rodovia João Paulo,,venda,apartamento,2024-12-26 00:11:13
"João Paulo, Florianópolis",R$ 3.300.000,180 m²,3,4,3,Rodovia João Paulo,,venda,apartamento,2024-12-26 00:11:13
"Balneário, Florianópolis",R$ 3.390.000,131 - 132 m²,3,4,3,Rua dos Navegantes,,venda,apartamento,2024-12-26 00:11:13
"Balneário, Florianópolis",R$ 3.390.000,131 - 132 m²,3,4,3,Rua dos Navegantes,,venda,apartamento,2024-12-26 00:11:13
"Jardim Atlântico, Florianópolis",R$ 1.798.000,102 m²,3,3,2,Rua Alfredo Claudino da Silva,,venda,apartamento,2024-12-26 00:11:13
"Jardim Atlântico, Florianópolis",R$ 1.798.000,102 m²,3,3,2,Rua Alfredo Claudino da Silva,,venda,apartamento,2024-12-26 00:11:13
"Coqueiros, Florianópolis",R$ 2.800.000,196 m²,3,3,2,Rua Fritz Muller,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-coqueiros-florianopolis-196m2-id-2733825326/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.980.000,137 m²,3 - 4,3,2,Servidão 55,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.980.000,137 m²,3 - 4,3,2,Servidão 55,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 1.450.000,134 m²,3,4,1,Rua Frei Caneca,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-134m2-id-2722886753/,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 3.000.000,188 m²,3,3,3,Rua Vereador Gercino Silva,,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 3.000.000,188 m²,3,3,3,Rua Vereador Gercino Silva,,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 2.900.000,186 - 190 m²,3,3 - 4,3,Rua Olavo Bilac,,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 2.900.000,186 - 190 m²,3,3 - 4,3,Rua Olavo Bilac,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 1.980.000,120 m²,3,1 - 4,2,Rodovia Tertuliano Brito Xavier,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 1.980.000,120 m²,3,1 - 4,2,Rodovia Tertuliano Brito Xavier,,venda,apartamento,2024-12-26 00:11:13
"Jardim Atlântico, Florianópolis",R$ 5.300.000,325 m²,3,8,2,Rua Nossa Senhora do Rosário,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-jardim-atlantico-florianopolis-325m2-id-2621491962/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 5.900.000,170 m²,3,5,4,Rua dos Polvos,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-academia-jurere-florianopolis-170m2-id-2739959191/,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 4.190.000,165 m²,3,5,2,Boulevard Paulo Zimmer,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-165m2-id-2748073500/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 2.600.000,105 m²,3,3 - 4,2,Rua das Moreias,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 2.600.000,105 m²,3,3 - 4,2,Rua das Moreias,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 11.200.000,373 m²,3,5,4,Boulevard Paulo Zimmer,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-agronomica-florianopolis-373m2-id-2645722913/,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 2.280.000,205 - 206 m²,3,3 - 4,2,Rua Afonso Pena,,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 2.280.000,205 - 206 m²,3,3 - 4,2,Rua Afonso Pena,,venda,apartamento,2024-12-26 00:11:13
"Pântano do Sul, Florianópolis",R$ 2.500.000,166 m²,3,4,2,Rua Waldemar de Mello Dias,,venda,apartamento,2024-12-26 00:11:13
"Pântano do Sul, Florianópolis",R$ 2.500.000,166 m²,3,4,2,Rua Waldemar de Mello Dias,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 12.000.000,373 m²,3,5,4,Praça Quinze de Novembro,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-centro-florianopolis-373m2-id-2678458527/,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 2.850.000,236 - 237 m²,3,5,2,Rua Frei Caneca,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 2.850.000,236 - 237 m²,3,5,2,Rua Frei Caneca,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 3.799.000,115 m²,3,4,1,Rua Deputado Paulo Preis,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jurere-florianopolis-115m2-id-2728542225/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 900.000,115 m²,3,3,1,Rua Desembargador Arno Hoeschl,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 900.000,115 m²,3,3,1,Rua Desembargador Arno Hoeschl,,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 1.490.000,142 m²,3,3,2,Rodovia Amaro Antônio Vieira,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-churrasqueira-itacorubi-florianopolis-142m2-id-2749770821/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 3.200.000,157 m²,3,2 - 3,2,Avenida Jornalista Rubens de Arruda Ramos,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 3.200.000,157 m²,3,2 - 3,2,Avenida Jornalista Rubens de Arruda Ramos,,venda,apartamento,2024-12-26 00:11:13
"Balneário, Florianópolis",R$ 1.450.000,217 m²,3,3,2,Rua Coronel Pedro Demoro,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-varanda-balneario-florianopolis-217m2-id-2741012428/,venda,apartamento,2024-12-26 00:11:13
"Coqueiros, Florianópolis",R$ 1.690.000,226 m²,3,3,2,Rua Vereador José do Vale Pereira,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-coqueiros-florianopolis-226m2-id-2664194553/,venda,apartamento,2024-12-26 00:11:13
"João Paulo, Florianópolis",R$ 5.472.000,345 m²,3,4,4,Rua Almirante Barroso,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-joao-paulo-florianopolis-345m2-id-2545769300/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 5.242.000,167 m²,3,5,1,Rua Doutor Armínio Tavares,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-167m2-id-2746375413/,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 2.600.000,177 m²,2 - 3,3,2 - 3,Rua Nivaldo Dias,,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 2.600.000,177 m²,2 - 3,3,2 - 3,Rua Nivaldo Dias,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.150.000,226 m²,3,5,2,,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-tv-a-cabo-centro-florianopolis-226m2-id-2561225886/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 1.750.000,87 m²,3,3,2,Rua Dario João de Souza,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jurere-florianopolis-87m2-id-2684352658/,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 2.060.000,173 - 174 m²,3,2 - 4,2,Rua Frei Caneca,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 2.060.000,173 - 174 m²,3,2 - 4,2,Rua Frei Caneca,,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 3.490.000,174 m²,3,3,2,Servidão Catavento,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-campeche-florianopolis-174m2-id-2751729906/,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.792.000,205 m²,3,4,2,Rua Lázaro de Oliveira Souza,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-ingleses-do-rio-vermelho-florianopolis-205m2-id-2753271633/,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.850.000,200 m²,3,3,2,Estrada Vereador Onildo Lemos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-tv-a-cabo-ingleses-do-rio-vermelho-florianopolis-200m2-id-2723527171/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 3.400.000,166 m²,3,3,2,Rua Dario João de Souza,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 3.400.000,166 m²,3,3,2,Rua Dario João de Souza,,venda,apartamento,2024-12-26 00:11:13
"Canasvieiras, Florianópolis",R$ 3.000.000,144 m²,3,5,2,Avenida Luiz Boiteux Piazza,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-canasvieiras-florianopolis-144m2-id-2650119622/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 3.390.000,251 m²,3,5,3,Rua das Algas,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-jurere-florianopolis-251m2-id-2753592094/,venda,apartamento,2024-12-26 00:11:13
"Jurerê Internacional, Florianópolis",R$ 2.500.000,155 m²,3,3,3,Avenida das Lagostas,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jurere-internacional-florianopolis-155m2-id-2752523097/,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 2.800.000,237 - 238 m²,3,4,2,Avenida Buriti,,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 2.800.000,237 - 238 m²,3,4,2,Avenida Buriti,,venda,apartamento,2024-12-26 00:11:13
"Daniela, Florianópolis",R$ 5.790.000,200 m²,3,4,3,Rua dos Crisântemos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-daniela-florianopolis-200m2-id-2765762617/,venda,apartamento,2024-12-26 00:11:13
"Bom Abrigo, Florianópolis",R$ 1.800.000,160 m²,3,3,2,Rua Fernando Ferreira de Mello,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-varanda-bom-abrigo-florianopolis-160m2-id-2765095951/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.280.000,123 m²,3,4,2,Rua Hoepcke,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-123m2-id-2646533986/,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 5.400.000,198 m²,3,4,2,Rua Deputado Paulo Preis,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jurere-florianopolis-198m2-id-2730488729/,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 3.200.000,196 m²,3,3,2,Avenida Campeche,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-campeche-florianopolis-196m2-id-2729702225/,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 1.250.000,82 m²,3,3,2,Rua da Capela,,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 1.250.000,82 m²,3,3,2,Rua da Capela,,venda,apartamento,2024-12-26 00:11:13
"Estreito, Florianópolis",R$ 2.600.000,348 m²,3,5,2,Rua Doutor Heitor Blum,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-estreito-florianopolis-348m2-id-2507764087/,venda,apartamento,2024-12-26 00:11:13
"Coqueiros, Florianópolis",R$ 2.750.000,268 m²,3,4,3,Rua Desembargador Pedro Silva,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-coqueiros-florianopolis-268m2-id-2651428473/,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 3.500.000,132 m²,3,4,2,Rua Jerônimo Venâncio das Chagas,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-campeche-florianopolis-132m2-id-2650207684/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.200.000,118 m²,3,1 - 4,2,Rua Santo Inácio de Loyola,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.200.000,118 m²,3,1 - 4,2,Rua Santo Inácio de Loyola,,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.250.000,182 m²,3,1 - 3,2,Rua Brisamar,,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.250.000,182 m²,3,1 - 3,2,Rua Brisamar,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.005.064,104 m²,3,3,2,Rua Desembargador Urbano Salles,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-florianopolis-104m2-id-2719363071/,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 3.200.000,133 m²,3,3,3,Rua Jerônimo Venâncio das Chagas,,venda,apartamento,2024-12-26 00:11:13
"Campeche, Florianópolis",R$ 3.200.000,133 m²,3,3,3,Rua Jerônimo Venâncio das Chagas,,venda,apartamento,2024-12-26 00:11:13
"Jurerê Internacional, Florianópolis",R$ 3.500.000,176 m²,3,4,3,Rua das Piraúnas,,venda,apartamento,2024-12-26 00:11:13
"Jurerê Internacional, Florianópolis",R$ 3.500.000,176 m²,3,4,3,Rua das Piraúnas,,venda,apartamento,2024-12-26 00:11:13
"Estreito, Florianópolis",R$ 3.390.000,131 m²,3,4,3,Rua dos Navegantes,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-estreito-florianopolis-131m2-id-2702565381/,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 5.900.000,302 m²,3,5,3,Rua Rui Barbosa,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-agronomica-florianopolis-302m2-id-2644913548/,venda,apartamento,2024-12-26 00:11:13
"Cacupé, Florianópolis",R$ 1.900.000,90 m²,3,3,2,Estrada Haroldo Soares Glavan,,venda,apartamento,2024-12-26 00:11:13
"Cacupé, Florianópolis",R$ 1.900.000,90 m²,3,3,2,Estrada Haroldo Soares Glavan,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 11.000.000,373 m²,3,4,4,Boulevard Paulo Zimmer,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 11.000.000,373 m²,3,4,4,Boulevard Paulo Zimmer,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 1.980.000,127 m²,3,4,2,Rua João Carvalho,,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 1.980.000,127 m²,3,4,2,Rua João Carvalho,,venda,apartamento,2024-12-26 00:11:13
"Jurerê, Florianópolis",R$ 3.450.000,220 m²,3,5,4,Rua das Tainhotas,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jurere-florianopolis-220m2-id-2744418103/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.100.000,158 m²,3,3,2,Rua São Jorge,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-centro-florianopolis-158m2-id-2611291578/,venda,apartamento,2024-12-26 00:11:13
"Canto, Florianópolis",R$ 1.949.999,180 m²,3,4,3,Rua Afonso Pena,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-canto-florianopolis-180m2-id-2750405403/,venda,apartamento,2024-12-26 00:11:13
"Saco Grande, Florianópolis",R$ 1.380.000,176 m²,3,3,2,Rodovia Virgílio Várzea,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-saco-grande-florianopolis-176m2-id-2700092004/,venda,apartamento,2024-12-26 00:11:13
"Estreito, Florianópolis",R$ 3.390.000,132 m²,3,4,3,Rua dos Navegantes,,venda,apartamento,2024-12-26 00:11:13
"Estreito, Florianópolis",R$ 3.390.000,132 m²,3,4,3,Rua dos Navegantes,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.980.000,137 m²,3,3,2,Rua Rafael Bandeira,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-centro-florianopolis-137m2-id-2656764875/,venda,apartamento,2024-12-26 00:11:13
"João Paulo, Florianópolis",R$ 2.780.000,237 m²,3,5,3,Rodovia João Paulo,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-joao-paulo-florianopolis-237m2-id-2736692754/,venda,apartamento,2024-12-26 00:11:13
"Córrego Grande, Florianópolis",R$ 1.590.000,181 m²,3,3,2,Rua Nicolau Antonio Deschamps,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-corrego-grande-florianopolis-181m2-id-2694883575/,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 1.090.000,103 m²,3,4,1,Avenida Buriti,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-itacorubi-florianopolis-103m2-id-2749623231/,venda,apartamento,2024-12-26 00:11:13
"Lagoa da Conceição, Florianópolis",R$ 1.980.000,198 m²,3,4,2,Rua Laurindo Januário da Silveira,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-lagoa-da-conceicao-florianopolis-198m2-id-2643272855/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.750.000,150 m²,3,5,2,Rua Almirante Lamego,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.750.000,150 m²,3,5,2,Rua Almirante Lamego,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.650.000,96 m²,3,3,1,Rua Almirante Lamego,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-96m2-id-2756595017/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.389.000,100 m²,3,3,2,Rua Germano Wendhausen,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.389.000,100 m²,3,3,2,Rua Germano Wendhausen,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.150.000,150 m²,3,3,3,Rua Presidente Coutinho,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.150.000,150 m²,3,3,3,Rua Presidente Coutinho,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.790.000,110 m²,3,3,1,Praça Quinze de Novembro,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-centro-florianopolis-110m2-id-2756602558/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.100.000,170 m²,3,5,3,Rua Duarte Schutel,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.100.000,170 m²,3,5,3,Rua Duarte Schutel,,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 2.800.000,110 m²,3,4,2,Estrada Dom João Becker,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-ingleses-do-rio-vermelho-florianopolis-110m2-id-2606335883/,venda,apartamento,2024-12-26 00:11:13
"Agronômica, Florianópolis",R$ 1.800.000,136 m²,3,3,2,Rua Rui Barbosa,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-agronomica-florianopolis-136m2-id-2634185689/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.549.000,180 m²,3,4,2,Rua Duarte Schutel,,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 2.549.000,180 m²,3,4,2,Rua Duarte Schutel,,venda,apartamento,2024-12-26 00:11:13
"Balneário, Florianópolis",R$ 1.980.000,200 m²,3,5,3,Rua Abelardo Luz,,venda,apartamento,2024-12-26 00:11:13
"Balneário, Florianópolis",R$ 1.980.000,200 m²,3,5,3,Rua Abelardo Luz,,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 2.100.000,144 m²,3,2 - 3,2,Rodovia Amaro Antônio Vieira,,venda,apartamento,2024-12-26 00:11:13
"Itacorubi, Florianópolis",R$ 2.100.000,144 m²,3,2 - 3,2,Rodovia Amaro Antônio Vieira,,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.744.000,195 - 196 m²,3,2 - 3,2,Rua Intendente João Nunes Vieira,,venda,apartamento,2024-12-26 00:11:13
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.744.000,195 - 196 m²,3,2 - 3,2,Rua Intendente João Nunes Vieira,,venda,apartamento,2024-12-26 00:11:13
"Córrego Grande, Florianópolis",R$ 2.400.000,182 m²,3,3,2,Rua João Pio Duarte Silva,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-corrego-grande-florianopolis-182m2-id-2748094171/,venda,apartamento,2024-12-26 00:11:13
"Cachoeira do Bom Jesus, Florianópolis",R$ 2.450.000,132 m²,3,5,2,Rua Clorinda Ventimiglia,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-cachoeira-do-bom-jesus-florianopolis-132m2-id-2750418621/,venda,apartamento,2024-12-26 00:11:13
"Centro, Florianópolis",R$ 1.200.000,95 m²,3,3,1,Avenida Mauro Ramos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-sc-95m2-id-2739457817/,venda,apartamento,2024-12-26 00:12:38
"Agronômica, Florianópolis",R$ 2.640.000,210 m²,3,4,2,Rua João Carvalho,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-beira-mar-florianopolis-sc-210m2-id-2632785622/,venda,apartamento,2024-12-26 00:12:38
"Jurerê, Florianópolis",R$ 2.690.000,123 m²,3,4,2,Rua dos Polvos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jurere-florianopolis-sc-123m2-id-2765015509/,venda,apartamento,2024-12-26 00:12:38
"Córrego Grande, Florianópolis",R$ 2.400.000,182 m²,3,3,2,Rua João Pio Duarte Silva,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-corrego-grande-florianopolis-182m2-id-2748094171/,venda,apartamento,2024-12-26 00:12:38
"Cachoeira do Bom Jesus, Florianópolis",R$ 2.450.000,132 m²,3,5,2,Rua Clorinda Ventimiglia,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-cachoeira-do-bom-jesus-florianopolis-132m2-id-2750418621/,venda,apartamento,2024-12-26 00:12:38
"Centro, Florianópolis",R$ 3.200.000,170 m²,3,4,3,Avenida Rio Branco,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-centro-florianopolis-170m2-id-2731506248/,venda,apartamento,2024-12-26 00:12:38
"Agronômica, Florianópolis",R$ 2.750.000,209 m²,3,3,2,Rua João Carvalho,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-agronomica-florianopolis-209m2-id-2645245214/,venda,apartamento,2024-12-26 00:12:38
"Cacupé, Florianópolis",R$ 2.145.000,158 m²,3,4,2,Estrada Haroldo Soares Glavan,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-cacupe-florianopolis-158m2-id-2750248401/,venda,apartamento,2024-12-26 00:12:38
"Estreito, Florianópolis",R$ 3.390.000,131 m²,3,4,3,Rua dos Navegantes,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-estreito-florianopolis-131m2-id-2757748626/,venda,apartamento,2024-12-26 00:12:38
"Centro, Florianópolis",R$ 2.380.000,381 m²,3,5,3,Rua São Francisco,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-centro-florianopolis-381m2-id-2763717917/,venda,apartamento,2024-12-26 00:12:38
"Cachoeira do Bom Jesus, Florianópolis",R$ 3.500.000,239 m²,3,3,3,Avenida Luiz Boiteux Piazza,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-cachoeira-do-bom-jesus-florianopolis-239m2-id-2738195520/,venda,apartamento,2024-12-26 00:12:38
"Jurerê, Florianópolis",R$ 2.490.000,129 - 156 m²,3,2 - 3,1 - 2,Rodovia Jornalista Maurício Sirotsky Sobrinho,,venda,apartamento,2024-12-26 00:12:38
"Jurerê, Florianópolis",R$ 2.490.000,129 - 156 m²,3,2 - 3,1 - 2,Rodovia Jornalista Maurício Sirotsky Sobrinho,,venda,apartamento,2024-12-26 00:12:38
"Estreito, Florianópolis",R$ 2.144.000,125 m²,3,3,2,Rua Souza Dutra,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estreito-florianopolis-125m2-id-2764309813/,venda,apartamento,2024-12-26 00:12:38
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.980.000,188 m²,3,2 - 4,2,Rua Intendente João Nunes Vieira,,venda,apartamento,2024-12-26 00:12:38
"Ingleses do Rio Vermelho, Florianópolis",R$ 1.980.000,188 m²,3,2 - 4,2,Rua Intendente João Nunes Vieira,,venda,apartamento,2024-12-26 00:12:38
"Campeche, Florianópolis",R$ 4.500.000,191 m²,3,3,3,Avenida Campeche,,venda,apartamento,2024-12-26 00:12:38
"Campeche, Florianópolis",R$ 4.500.000,191 m²,3,3,3,Avenida Campeche,,venda,apartamento,2024-12-26 00:12:38
"Trindade, Florianópolis",R$ 1.516.943,107 m²,3,3,2,Rua Gonçalves Ledo,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-churrasqueira-trindade-florianopolis-107m2-id-2711296096/,venda,apartamento,2024-12-26 00:12:38
"Centro, Florianópolis",R$ 6.993.500,232 m²,3,3,2,,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-florianopolis-232m2-id-2672775086/,venda,apartamento,2024-12-26 00:12:38
"Agronômica, Florianópolis",R$ 1.960.000,153 m²,3,4,2,Rua Frei Caneca,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-agronomica-florianopolis-153m2-id-2763777449/,venda,apartamento,2024-12-26 00:12:38
"Jurerê Internacional, Florianópolis",R$ 3.489.000,142 m²,3,3,,Avenida das Lagostas,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jurere-internacional-florianopolis-142m2-id-2754002498/,venda,apartamento,2024-12-26 00:12:38
